plot.id,species,site,plot,functional_type,functional_type_2,native_exotic,cover,sqrtcover,richness_100_sq_meters,distance_from_water,age_of_watering_source,mean_annual_precip,mean_annual_temp,elevation,cow_dung_pats_m2,horse_dung_pats_m2,sand_percentage,clay_percentage,silt_percentage,annual_forb_richness,bunchgrass_richness,succulent_richness,rhzomitous_grass_richness,perennial_forb_richness,shrub_richness,native_annual_forb_richness,native_bunchgrass_richness,native_succulent_richness,native_grass_richness,native_perennial_forb_richness,native_shrub_richness,exotic_forb_richness,exotic_grass_richness,sum_bunchgrass_cover,sum_grass_cover,sum_shrub_cover,sum_perennial_forb_cover,sum_annual_forb_cover,exotic_cover,native_cover,total_vegetation_cover,exotic_richness,total_grass_cover
59.d,Elymus elymoides,59,d,g,bg,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Astragalus drabelliformis,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Erigeron engelmannii,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Chenopodium 2,59,d,f,af,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Astragalus convolarius,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Trifolium gymnocarpon,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Eriogonum caespitosum,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Elymus lanceolatus,59,d,g,g,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Arabis holboellii,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Elymus albicans,59,d,g,bg,n,1.5,1.224744871,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Chrysothamnus viscidiflorus,59,d,s,s,n,1.5,1.224744871,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Poa secunda,59,d,g,bg,n,7.5,2.738612788,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Phlox hoodii,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Linanthus pungens,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Schoenocrambe linifolia,59,d,f,pf,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
59.d,Gayophytum racemosum,59,d,f,af,n,0.5,0.707106781,22,573,52,258.9500122,2.180000067,2233.516602,0,0,60.65,19.66,19.685,2,5,1,1,11,2,2,5,1,1,11,2,0,0,11.5,0.5,39,5.5,1,0,58,57.5,0,12
60.a,Phlox hoodii,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Elymus lanceolatus,60,a,g,g,n,1.5,1.224744871,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Arabis holboellii,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Hesperostipa comata,60,a,g,bg,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Schoenocrambe linifolia,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Cordylanthus ramosus,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Alyssum desertorum,60,a,f,af,e,1.5,1.224744871,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Chrysothamnus viscidiflorus,60,a,s,s,n,3.5,1.870828693,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Poa secunda,60,a,g,bg,n,7.5,2.738612788,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Artemisia tridentata,60,a,s,s,n,37.5,6.123724357,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Phlox longifolia,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Trifolium gymnocarpon,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Eriogonum ovalifolium,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Carex duriscula,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Linanthus pungens,60,a,f,pf,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.a,Elymus elymoides,60,a,g,bg,n,0.5,0.707106781,16,66,57,261.5400085,2.210000038,2140.711914,11,0,63.54,18.26333333,18.19,1,3,0,1,9,2,0,3,0,1,9,2,1,0,8.5,1.5,41,4.5,1.5,1.5,55.5,57,1,10
60.b,Descurainia pinnata,60,b,f,pf,n,0.05,0.223606798,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Artemisia tridentata,60,b,s,s,n,37.5,6.123724357,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Astragalus purshii,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Schoenocrambe linifolia,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Elymus elymoides,60,b,g,bg,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Phlox longifolia,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Arabis holboellii,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Eriogonum ovalifolium,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Allium textile,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Trifolium gymnocarpon,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Carex duriscula,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Elymus lanceolatus,60,b,g,g,n,1.5,1.224744871,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Poa secunda,60,b,g,bg,n,7.5,2.738612788,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Chrysothamnus viscidiflorus,60,b,s,s,n,1.5,1.224744871,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Erigeron pumilus,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Achnatherum hymenoides,60,b,g,bg,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Alyssum desertorum,60,b,f,af,e,1.5,1.224744871,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Eriogonum caespitosum,60,b,f,pf,n,1.5,1.224744871,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Phlox hoodii,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Stenotus acaulis,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Cymopterus spp,60,b,f,pf,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.b,Hesperostipa comata,60,b,g,bg,n,0.5,0.707106781,22,220,57,261.5400085,2.210000038,2140.711914,7,0,63.145,22.74,14.105,1,4,0,1,14,2,0,4,0,1,14,2,1,0,9,1.5,39,7.55,1.5,1.5,57.05,58.55,1,10.5
60.c,Allium textile,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Arabis holboellii,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Astragalus purshii,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Hesperostipa comata,60,c,g,bg,n,1.5,1.224744871,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Phlox longifolia,60,c,f,pf,n,1.5,1.224744871,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Poa secunda,60,c,g,bg,n,7.5,2.738612788,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Chrysothamnus viscidiflorus,60,c,s,s,n,1.5,1.224744871,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Elymus lanceolatus,60,c,g,g,n,1.5,1.224744871,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Alyssum desertorum,60,c,f,af,e,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Schoenocrambe linifolia,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Cymopterus acaulis,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Cymopterus spp,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Opuntia polyacantha,60,c,c,c,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Eriogonum ovalifolium,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Eriogonum caespitosum,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Artemisia tridentata,60,c,s,s,n,37.5,6.123724357,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Trifolium gymnocarpon,60,c,f,pf,n,1.5,1.224744871,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Carex duriscula,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Achnatherum hymenoides,60,c,g,bg,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Antennaria dimorpha,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.c,Phlox hoodii,60,c,f,pf,n,0.5,0.707106781,21,316,57,261.5400085,2.210000038,2140.711914,8,0,68.18333333,19.55,12.26333333,1,3,1,1,13,2,0,3,1,1,13,2,1,0,9.5,1.5,39,8.5,0.5,0.5,59,59,1,11
60.d,Schoenocrambe linifolia,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Phlox longifolia,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Elymus lanceolatus,60,d,g,g,n,1.5,1.224744871,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Cymopterus acaulis,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Trifolium gymnocarpon,60,d,f,pf,n,1.5,1.224744871,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Opuntia polyacantha,60,d,c,c,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Erigeron,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Carex duriscula,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Chenopodium 2,60,d,f,af,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Eriogonum caespitosum,60,d,f,pf,n,1.5,1.224744871,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Artemisia tridentata,60,d,s,s,n,37.5,6.123724357,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Chrysothamnus viscidiflorus,60,d,s,s,n,1.5,1.224744871,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Eriogonum ovalifolium,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Linanthus pungens,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Antennaria dimorpha,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Poa secunda,60,d,g,bg,n,7.5,2.738612788,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Phlox hoodii,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Arabis holboellii,60,d,f,pf,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Poa fendleriana,60,d,g,bg,n,0.5,0.707106781,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
60.d,Hesperostipa comata,60,d,g,bg,n,1.5,1.224744871,20,589,57,261.5400085,2.210000038,2140.711914,9,0,62.73,21.07333333,16.19,1,3,1,1,12,2,1,3,1,1,12,2,0,0,9.5,1.5,39,8,0.5,0,59,58.5,0,11
61.a,Artemisia tridentata,61,a,s,s,n,37.5,6.123724357,22,31,26,308.1900024,2.039999962,2262.501221,25,0,51.85666667,25.22666667,22.92,2,5,0,1,12,2,1,4,0,1,12,2,1,1,6.5,1.5,39,6.55,1,1,53.55,54.55,2,8
61.a,Alyssum desertorum,61,a,f,af,e,0.5,0.707106781,22,31,26,308.1900024,2.039999962,2262.501221,25,0,51.85666667,25.22666667,22.92,2,5,0,1,12,2,1,4,0,1,12,2,1,1,6.5,1.5,39,6.55,1,1,53.55,54.55,2,8
61.a,Erigeron engelmannii,61,a,f,pf,n,0.5,0.707106781,22,31,26,308.1900024,2.039999962,2262.501221,25,0,51.85666667,25.22666667,22.92,2,5,0,1,12,2,1,4,0,1,12,2,1,1,6.5,1.5,39,6.55,1,1,53.55,54.55,2,8
61.a,Agropyron cristatum,61,a,g,bg,e,0.5,0.707106781,22,31,26,308.1900024,2.039999962,2262.501221,25,0,51.85666667,25.22666667,22.92,2,5,0,1,12,2,1,4,0,1,12,2,1,1,6.5,1.5,39,6.55,1,1,53.55,54.55,2,8
61.a,Elymus lanceolatus,61,a,g,g,n,1.5,1.224744871,22,31,26,308.1900024,2.039999962,2262.501221,25,0,51.85666667,25.22666667,22.92,2,5,0,1,12,2,1,4,0,1,12,2,1,1,6.5,1.5,39,6.55,1,1,53.55,54.55,2,8
